Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,119,10/19/2023,Thursday
Atlanta,2,119,10/19/2023,Thursday
Atlanta,3,119,10/19/2023,Thursday
Atlanta,4,119,10/19/2023,Thursday
Atlanta,5,119,10/19/2023,Thursday
Atlanta,6,49,10/19/2023,Thursday
Atlanta,7,39,10/19/2023,Thursday
Atlanta,8,39,10/19/2023,Thursday
Atlanta,9,39,10/19/2023,Thursday
Atlanta,10,49,10/19/2023,Thursday
Atlanta,11,49,10/19/2023,Thursday
Atlanta,12,41,10/19/2023,Thursday
Atlanta,13,41,10/19/2023,Thursday
Atlanta,14,41,10/19/2023,Thursday
Atlanta,15,41,10/19/2023,Thursday
Atlanta,16,41,10/19/2023,Thursday
Atlanta,17,41,10/19/2023,Thursday
Atlanta,18,41,10/19/2023,Thursday
Atlanta,19,41,10/19/2023,Thursday
Atlanta,20,39,10/19/2023,Thursday
Atlanta,21,39,10/19/2023,Thursday
Atlanta,22,39,10/19/2023,Thursday
Atlanta,23,39,10/19/2023,Thursday
Atlanta,24,39,10/19/2023,Thursday
Atlanta,25,39,10/19/2023,Thursday
Atlanta,26,39,10/19/2023,Thursday
Atlanta,27,39,10/19/2023,Thursday
Atlanta,28,39,10/19/2023,Thursday
Atlanta,29,39,10/19/2023,Thursday
Atlanta,30,39,10/19/2023,Thursday
Atlanta,31,39,10/19/2023,Thursday
Atlanta,32,39,10/19/2023,Thursday
Atlanta,33,39,10/19/2023,Thursday
Atlanta,34,39,10/19/2023,Thursday
Atlanta,35,39,10/19/2023,Thursday
Atlanta,36,39,10/19/2023,Thursday
Atlanta,37,19,10/19/2023,Thursday
Atlanta,38,19,10/19/2023,Thursday
Atlanta,39,19,10/19/2023,Thursday
Atlanta,40,19,10/19/2023,Thursday
Atlanta,41,19,10/19/2023,Thursday
Atlanta,42,19,10/19/2023,Thursday
Atlanta,43,19,10/19/2023,Thursday
Atlanta,44,19,10/19/2023,Thursday
Atlanta,45,19,10/19/2023,Thursday
Atlanta,46,34,10/19/2023,Thursday
Atlanta,47,34,10/19/2023,Thursday
Atlanta,48,34,10/19/2023,Thursday
Atlanta,49,34,10/19/2023,Thursday
Atlanta,50,39,10/19/2023,Thursday
Atlanta,51,39,10/19/2023,Thursday
Atlanta,52,44,10/19/2023,Thursday
Atlanta,53,44,10/19/2023,Thursday
Atlanta,54,44,10/19/2023,Thursday
Atlanta,55,42,10/19/2023,Thursday
Atlanta,56,39,10/19/2023,Thursday
Atlanta,57,39,10/19/2023,Thursday
Atlanta,58,39,10/19/2023,Thursday
Atlanta,59,39,10/19/2023,Thursday
Atlanta,60,39,10/19/2023,Thursday
Austin,1,200,10/19/2023,Thursday
Austin,2,200,10/19/2023,Thursday
Austin,3,200,10/19/2023,Thursday
Austin,4,200,10/19/2023,Thursday
Austin,5,200,10/19/2023,Thursday
Austin,6,174,10/19/2023,Thursday
Austin,7,174,10/19/2023,Thursday
Austin,8,174,10/19/2023,Thursday
Austin,9,174,10/19/2023,Thursday
Austin,10,235,10/19/2023,Thursday
Austin,11,239,10/19/2023,Thursday
Austin,12,239,10/19/2023,Thursday
Austin,13,229,10/19/2023,Thursday
