Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,98,9/22/2023,Friday
Atlanta,2,115,9/22/2023,Friday
Atlanta,3,115,9/22/2023,Friday
Atlanta,4,115,9/22/2023,Friday
Atlanta,5,115,9/22/2023,Friday
Atlanta,6,59,9/22/2023,Friday
Atlanta,7,59,9/22/2023,Friday
Atlanta,8,59,9/22/2023,Friday
Atlanta,9,59,9/22/2023,Friday
Atlanta,10,59,9/22/2023,Friday
Atlanta,11,59,9/22/2023,Friday
Atlanta,12,59,9/22/2023,Friday
Atlanta,13,59,9/22/2023,Friday
Atlanta,14,59,9/22/2023,Friday
Atlanta,15,59,9/22/2023,Friday
Atlanta,16,59,9/22/2023,Friday
Atlanta,17,59,9/22/2023,Friday
Atlanta,18,59,9/22/2023,Friday
Atlanta,19,59,9/22/2023,Friday
Atlanta,20,49,9/22/2023,Friday
Atlanta,21,49,9/22/2023,Friday
Atlanta,22,49,9/22/2023,Friday
Atlanta,23,49,9/22/2023,Friday
Atlanta,24,49,9/22/2023,Friday
Atlanta,25,59,9/22/2023,Friday
Atlanta,26,59,9/22/2023,Friday
Atlanta,27,59,9/22/2023,Friday
Atlanta,28,59,9/22/2023,Friday
Atlanta,29,59,9/22/2023,Friday
Atlanta,30,59,9/22/2023,Friday
Atlanta,31,59,9/22/2023,Friday
Atlanta,32,59,9/22/2023,Friday
Atlanta,33,59,9/22/2023,Friday
Atlanta,34,59,9/22/2023,Friday
Atlanta,35,59,9/22/2023,Friday
Atlanta,36,59,9/22/2023,Friday
Atlanta,37,59,9/22/2023,Friday
Atlanta,38,59,9/22/2023,Friday
Atlanta,39,59,9/22/2023,Friday
Atlanta,40,59,9/22/2023,Friday
Atlanta,41,59,9/22/2023,Friday
Atlanta,42,59,9/22/2023,Friday
Atlanta,43,59,9/22/2023,Friday
Atlanta,44,59,9/22/2023,Friday
Atlanta,45,49,9/22/2023,Friday
Atlanta,46,49,9/22/2023,Friday
Atlanta,47,49,9/22/2023,Friday
Atlanta,48,49,9/22/2023,Friday
Atlanta,49,49,9/22/2023,Friday
Atlanta,50,49,9/22/2023,Friday
Atlanta,51,49,9/22/2023,Friday
Atlanta,52,49,9/22/2023,Friday
Atlanta,53,59,9/22/2023,Friday
Atlanta,54,59,9/22/2023,Friday
Atlanta,55,59,9/22/2023,Friday
Atlanta,56,59,9/22/2023,Friday
Atlanta,57,59,9/22/2023,Friday
Atlanta,58,59,9/22/2023,Friday
Atlanta,59,59,9/22/2023,Friday
Atlanta,60,59,9/22/2023,Friday
Austin,1,249,9/22/2023,Friday
Austin,2,249,9/22/2023,Friday
Austin,3,249,9/22/2023,Friday
Austin,4,249,9/22/2023,Friday
Austin,5,249,9/22/2023,Friday
Austin,6,164,9/22/2023,Friday
Austin,7,164,9/22/2023,Friday
Austin,8,164,9/22/2023,Friday
Austin,9,164,9/22/2023,Friday
Austin,10,164,9/22/2023,Friday
Austin,11,164,9/22/2023,Friday
Austin,12,164,9/22/2023,Friday
Austin,13,149,9/22/2023,Friday
Austin,14,149,9/22/2023,Friday
Austin,15,149,9/22/2023,Friday
Austin,16,149,9/22/2023,Friday
Austin,17,149,9/22/2023,Friday
Austin,18,149,9/22/2023,Friday
Austin,19,149,9/22/2023,Friday
Austin,20,129,9/22/2023,Friday
