Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,89,9/26/2023,Tuesday
Atlanta,2,69,9/26/2023,Tuesday
Atlanta,3,69,9/26/2023,Tuesday
Atlanta,4,69,9/26/2023,Tuesday
Atlanta,5,69,9/26/2023,Tuesday
Atlanta,6,39,9/26/2023,Tuesday
Atlanta,7,19,9/26/2023,Tuesday
Atlanta,8,19,9/26/2023,Tuesday
Atlanta,9,19,9/26/2023,Tuesday
Atlanta,10,19,9/26/2023,Tuesday
Atlanta,11,19,9/26/2023,Tuesday
Atlanta,12,19,9/26/2023,Tuesday
Atlanta,13,19,9/26/2023,Tuesday
Atlanta,14,19,9/26/2023,Tuesday
Atlanta,15,19,9/26/2023,Tuesday
Atlanta,16,19,9/26/2023,Tuesday
Atlanta,17,19,9/26/2023,Tuesday
Atlanta,18,19,9/26/2023,Tuesday
Atlanta,19,19,9/26/2023,Tuesday
Atlanta,20,19,9/26/2023,Tuesday
Atlanta,21,19,9/26/2023,Tuesday
Atlanta,22,19,9/26/2023,Tuesday
Atlanta,23,24,9/26/2023,Tuesday
Atlanta,24,24,9/26/2023,Tuesday
Atlanta,25,24,9/26/2023,Tuesday
Atlanta,26,24,9/26/2023,Tuesday
Atlanta,27,24,9/26/2023,Tuesday
Atlanta,28,27,9/26/2023,Tuesday
Atlanta,29,27,9/26/2023,Tuesday
Atlanta,30,27,9/26/2023,Tuesday
Atlanta,31,27,9/26/2023,Tuesday
Atlanta,32,27,9/26/2023,Tuesday
Atlanta,33,27,9/26/2023,Tuesday
Atlanta,34,27,9/26/2023,Tuesday
Atlanta,35,27,9/26/2023,Tuesday
Atlanta,36,27,9/26/2023,Tuesday
Atlanta,37,27,9/26/2023,Tuesday
Atlanta,38,27,9/26/2023,Tuesday
Atlanta,39,27,9/26/2023,Tuesday
Atlanta,40,27,9/26/2023,Tuesday
Atlanta,41,27,9/26/2023,Tuesday
Atlanta,42,27,9/26/2023,Tuesday
Atlanta,43,27,9/26/2023,Tuesday
Atlanta,44,27,9/26/2023,Tuesday
Atlanta,45,27,9/26/2023,Tuesday
Atlanta,46,24,9/26/2023,Tuesday
Atlanta,47,24,9/26/2023,Tuesday
Atlanta,48,24,9/26/2023,Tuesday
Atlanta,49,24,9/26/2023,Tuesday
Atlanta,50,24,9/26/2023,Tuesday
Atlanta,51,24,9/26/2023,Tuesday
Atlanta,52,24,9/26/2023,Tuesday
Atlanta,53,24,9/26/2023,Tuesday
Atlanta,54,24,9/26/2023,Tuesday
Atlanta,55,24,9/26/2023,Tuesday
Atlanta,56,24,9/26/2023,Tuesday
Atlanta,57,24,9/26/2023,Tuesday
Atlanta,58,24,9/26/2023,Tuesday
Atlanta,59,24,9/26/2023,Tuesday
Atlanta,60,24,9/26/2023,Tuesday
Austin,1,190,9/26/2023,Tuesday
Austin,2,190,9/26/2023,Tuesday
Austin,3,190,9/26/2023,Tuesday
Austin,4,190,9/26/2023,Tuesday
Austin,5,190,9/26/2023,Tuesday
Austin,6,164,9/26/2023,Tuesday
Austin,7,164,9/26/2023,Tuesday
Austin,8,164,9/26/2023,Tuesday
Austin,9,164,9/26/2023,Tuesday
Austin,10,164,9/26/2023,Tuesday
Austin,11,164,9/26/2023,Tuesday
Austin,12,164,9/26/2023,Tuesday
Austin,13,149,9/26/2023,Tuesday
Austin,14,149,9/26/2023,Tuesday
Austin,15,149,9/26/2023,Tuesday
Austin,16,149,9/26/2023,Tuesday
Austin,17,149,9/26/2023,Tuesday
Austin,18,149,9/26/2023,Tuesday
Austin,19,149,9/26/2023,Tuesday
Austin,20,89,9/26/2023,Tuesday
Austin,21,89,9/26/2023,Tuesday
Austin,22,89,9/26/2023,Tuesday
Austin,23,89,9/26/2023,Tuesday
Austin,24,89,9/26/2023,Tuesday
Austin,25,89,9/26/2023,Tuesday
Austin,26,89,9/26/2023,Tuesday
Austin,27,89,9/26/2023,Tuesday
Austin,28,89,9/26/2023,Tuesday
