Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,121,10/2/2023,Monday
Atlanta,2,108,10/2/2023,Monday
Atlanta,3,108,10/2/2023,Monday
Atlanta,4,109,10/2/2023,Monday
Atlanta,5,109,10/2/2023,Monday
Atlanta,6,39,10/2/2023,Monday
Atlanta,7,39,10/2/2023,Monday
Atlanta,8,49,10/2/2023,Monday
Atlanta,9,49,10/2/2023,Monday
Atlanta,10,49,10/2/2023,Monday
Atlanta,11,49,10/2/2023,Monday
Atlanta,12,49,10/2/2023,Monday
Atlanta,13,49,10/2/2023,Monday
Atlanta,14,49,10/2/2023,Monday
Atlanta,15,49,10/2/2023,Monday
Atlanta,16,49,10/2/2023,Monday
Atlanta,17,49,10/2/2023,Monday
Atlanta,18,49,10/2/2023,Monday
Atlanta,19,49,10/2/2023,Monday
Atlanta,20,19,10/2/2023,Monday
Atlanta,21,19,10/2/2023,Monday
Atlanta,22,19,10/2/2023,Monday
Atlanta,23,19,10/2/2023,Monday
Atlanta,24,19,10/2/2023,Monday
Atlanta,25,19,10/2/2023,Monday
Atlanta,26,19,10/2/2023,Monday
Atlanta,27,19,10/2/2023,Monday
Atlanta,28,19,10/2/2023,Monday
Atlanta,29,34,10/2/2023,Monday
Atlanta,30,34,10/2/2023,Monday
Atlanta,31,34,10/2/2023,Monday
Atlanta,32,34,10/2/2023,Monday
Atlanta,33,37,10/2/2023,Monday
Atlanta,34,37,10/2/2023,Monday
Atlanta,35,37,10/2/2023,Monday
Atlanta,36,37,10/2/2023,Monday
Atlanta,37,37,10/2/2023,Monday
Atlanta,38,37,10/2/2023,Monday
Atlanta,39,37,10/2/2023,Monday
Atlanta,40,37,10/2/2023,Monday
Atlanta,41,37,10/2/2023,Monday
Atlanta,42,37,10/2/2023,Monday
Atlanta,43,37,10/2/2023,Monday
Atlanta,44,37,10/2/2023,Monday
Atlanta,45,37,10/2/2023,Monday
Atlanta,46,37,10/2/2023,Monday
Atlanta,47,37,10/2/2023,Monday
Atlanta,48,37,10/2/2023,Monday
Atlanta,49,37,10/2/2023,Monday
Atlanta,50,37,10/2/2023,Monday
Atlanta,51,37,10/2/2023,Monday
Atlanta,52,34,10/2/2023,Monday
Atlanta,53,34,10/2/2023,Monday
Atlanta,54,34,10/2/2023,Monday
Atlanta,55,34,10/2/2023,Monday
Atlanta,56,34,10/2/2023,Monday
Atlanta,57,34,10/2/2023,Monday
Atlanta,58,34,10/2/2023,Monday
Atlanta,59,34,10/2/2023,Monday
Atlanta,60,34,10/2/2023,Monday
Austin,1,190,10/2/2023,Monday
Austin,2,190,10/2/2023,Monday
Austin,3,190,10/2/2023,Monday
Austin,4,190,10/2/2023,Monday
Austin,5,249,10/2/2023,Monday
Austin,6,164,10/2/2023,Monday
Austin,7,164,10/2/2023,Monday
Austin,8,164,10/2/2023,Monday
Austin,9,164,10/2/2023,Monday
Austin,10,164,10/2/2023,Monday
Austin,11,164,10/2/2023,Monday
Austin,12,164,10/2/2023,Monday
Austin,13,149,10/2/2023,Monday
Austin,14,149,10/2/2023,Monday
Austin,15,149,10/2/2023,Monday
Austin,16,149,10/2/2023,Monday
Austin,17,149,10/2/2023,Monday
Austin,18,149,10/2/2023,Monday
Austin,19,149,10/2/2023,Monday
Austin,20,129,10/2/2023,Monday
Austin,21,129,10/2/2023,Monday
Austin,22,129,10/2/2023,Monday
Austin,23,129,10/2/2023,Monday
Austin,24,129,10/2/2023,Monday
Austin,25,129,10/2/2023,Monday
Austin,26,129,10/2/2023,Monday
Austin,27,129,10/2/2023,Monday
Austin,28,129,10/2/2023,Monday
Austin,29,119,10/2/2023,Monday
Austin,30,119,10/2/2023,Monday
Austin,31,119,10/2/2023,Monday
Austin,32,119,10/2/2023,Monday
Austin,33,119,10/2/2023,Monday
Austin,34,119,10/2/2023,Monday
Austin,35,119,10/2/2023,Monday
Austin,36,119,10/2/2023,Monday
Austin,37,119,10/2/2023,Monday
Austin,38,119,10/2/2023,Monday
Austin,39,119,10/2/2023,Monday
Austin,40,119,10/2/2023,Monday
Austin,41,119,10/2/2023,Monday
Austin,42,119,10/2/2023,Monday
Austin,43,119,10/2/2023,Monday
Austin,44,119,10/2/2023,Monday
Austin,45,119,10/2/2023,Monday
Austin,46,119,10/2/2023,Monday
Austin,47,119,10/2/2023,Monday
Austin,48,119,10/2/2023,Monday
Austin,49,100,10/2/2023,Monday
Austin,50,100,10/2/2023,Monday
Austin,51,100,10/2/2023,Monday
Austin,52,100,10/2/2023,Monday
Austin,53,119,10/2/2023,Monday
Austin,54,119,10/2/2023,Monday
Austin,55,119,10/2/2023,Monday
Austin,56,119,10/2/2023,Monday
Austin,57,119,10/2/2023,Monday
Austin,58,119,10/2/2023,Monday
Austin,59,119,10/2/2023,Monday
Austin,60,119,10/2/2023,Monday
Boston,1,254,10/2/2023,Monday
Boston,2,194,10/2/2023,Monday
Boston,3,194,10/2/2023,Monday
Boston,4,194,10/2/2023,Monday
Boston,5,194,10/2/2023,Monday
Boston,6,144,10/2/2023,Monday
Boston,7,144,10/2/2023,Monday
Boston,8,144,10/2/2023,Monday
Boston,9,144,10/2/2023,Monday
Boston,10,144,10/2/2023,Monday
Boston,11,144,10/2/2023,Monday
Boston,12,144,10/2/2023,Monday
Boston,13,79,10/2/2023,Monday
Boston,14,79,10/2/2023,Monday
Boston,15,79,10/2/2023,Monday
Boston,16,79,10/2/2023,Monday
Boston,17,79,10/2/2023,Monday
Boston,18,79,10/2/2023,Monday
Boston,19,79,10/2/2023,Monday
Boston,20,79,10/2/2023,Monday
Boston,21,79,10/2/2023,Monday
Boston,22,79,10/2/2023,Monday
Boston,23,79,10/2/2023,Monday
Boston,24,49,10/2/2023,Monday
Boston,25,49,10/2/2023,Monday
Boston,26,49,10/2/2023,Monday
Boston,27,49,10/2/2023,Monday
Boston,28,49,10/2/2023,Monday
Boston,29,79,10/2/2023,Monday
Boston,30,79,10/2/2023,Monday
Boston,31,79,10/2/2023,Monday
Boston,32,79,10/2/2023,Monday
Boston,33,79,10/2/2023,Monday
Boston,34,79,10/2/2023,Monday
Boston,35,79,10/2/2023,Monday
Boston,36,79,10/2/2023,Monday
Boston,37,79,10/2/2023,Monday
Boston,38,79,10/2/2023,Monday
Boston,39,79,10/2/2023,Monday
Boston,40,79,10/2/2023,Monday
Boston,41,79,10/2/2023,Monday
Boston,42,79,10/2/2023,Monday
Boston,43,79,10/2/2023,Monday
Boston,44,79,10/2/2023,Monday
Boston,45,79,10/2/2023,Monday
Boston,46,79,10/2/2023,Monday
Boston,47,79,10/2/2023,Monday
Boston,48,79,10/2/2023,Monday
Boston,49,79,10/2/2023,Monday
Boston,50,79,10/2/2023,Monday
Boston,51,79,10/2/2023,Monday
Boston,52,79,10/2/2023,Monday
Boston,53,79,10/2/2023,Monday
Boston,54,79,10/2/2023,Monday
Boston,55,79,10/2/2023,Monday
Boston,56,79,10/2/2023,Monday
Boston,57,79,10/2/2023,Monday
Boston,58,79,10/2/2023,Monday
Boston,59,79,10/2/2023,Monday
Boston,60,94,10/2/2023,Monday
Charlotte,1,361,10/2/2023,Monday
Charlotte,2,361,10/2/2023,Monday
Charlotte,3,361,10/2/2023,Monday
Charlotte,4,361,10/2/2023,Monday
Charlotte,5,361,10/2/2023,Monday
Charlotte,6,316,10/2/2023,Monday
Charlotte,7,316,10/2/2023,Monday
Charlotte,8,316,10/2/2023,Monday
Charlotte,9,316,10/2/2023,Monday
Charlotte,10,316,10/2/2023,Monday
Charlotte,11,316,10/2/2023,Monday
Charlotte,12,316,10/2/2023,Monday
Charlotte,13,270,10/2/2023,Monday
Charlotte,14,270,10/2/2023,Monday
Charlotte,15,270,10/2/2023,Monday
Charlotte,16,270,10/2/2023,Monday
Charlotte,17,270,10/2/2023,Monday
Charlotte,18,270,10/2/2023,Monday
Charlotte,19,270,10/2/2023,Monday
Charlotte,20,245,10/2/2023,Monday
Charlotte,21,245,10/2/2023,Monday
Charlotte,22,245,10/2/2023,Monday
Charlotte,23,245,10/2/2023,Monday
Charlotte,24,245,10/2/2023,Monday
Charlotte,25,245,10/2/2023,Monday
Charlotte,26,245,10/2/2023,Monday
Charlotte,27,245,10/2/2023,Monday
Charlotte,28,245,10/2/2023,Monday
Charlotte,29,235,10/2/2023,Monday
Charlotte,30,235,10/2/2023,Monday
Charlotte,31,235,10/2/2023,Monday
