Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,93,9/25/2023,Monday
Atlanta,2,79,9/25/2023,Monday
Atlanta,3,79,9/25/2023,Monday
Atlanta,4,79,9/25/2023,Monday
Atlanta,5,79,9/25/2023,Monday
Atlanta,6,49,9/25/2023,Monday
Atlanta,7,49,9/25/2023,Monday
Atlanta,8,49,9/25/2023,Monday
Atlanta,9,49,9/25/2023,Monday
Atlanta,10,46,9/25/2023,Monday
Atlanta,11,46,9/25/2023,Monday
Atlanta,12,46,9/25/2023,Monday
Atlanta,13,19,9/25/2023,Monday
Atlanta,14,19,9/25/2023,Monday
Atlanta,15,19,9/25/2023,Monday
Atlanta,16,19,9/25/2023,Monday
Atlanta,17,19,9/25/2023,Monday
Atlanta,18,19,9/25/2023,Monday
Atlanta,19,19,9/25/2023,Monday
Atlanta,20,19,9/25/2023,Monday
Atlanta,21,19,9/25/2023,Monday
Atlanta,22,34,9/25/2023,Monday
Atlanta,23,34,9/25/2023,Monday
Atlanta,24,34,9/25/2023,Monday
Atlanta,25,34,9/25/2023,Monday
Atlanta,26,34,9/25/2023,Monday
Atlanta,27,37,9/25/2023,Monday
Atlanta,28,37,9/25/2023,Monday
Atlanta,29,37,9/25/2023,Monday
Atlanta,30,37,9/25/2023,Monday
Atlanta,31,37,9/25/2023,Monday
Atlanta,32,37,9/25/2023,Monday
Atlanta,33,37,9/25/2023,Monday
Atlanta,34,37,9/25/2023,Monday
Atlanta,35,37,9/25/2023,Monday
Atlanta,36,37,9/25/2023,Monday
Atlanta,37,37,9/25/2023,Monday
Atlanta,38,37,9/25/2023,Monday
Atlanta,39,37,9/25/2023,Monday
Atlanta,40,37,9/25/2023,Monday
Atlanta,41,37,9/25/2023,Monday
Atlanta,42,37,9/25/2023,Monday
Atlanta,43,37,9/25/2023,Monday
Atlanta,44,37,9/25/2023,Monday
Atlanta,45,34,9/25/2023,Monday
Atlanta,46,34,9/25/2023,Monday
Atlanta,47,34,9/25/2023,Monday
Atlanta,48,34,9/25/2023,Monday
Atlanta,49,34,9/25/2023,Monday
Atlanta,50,34,9/25/2023,Monday
Atlanta,51,34,9/25/2023,Monday
Atlanta,52,34,9/25/2023,Monday
Atlanta,53,34,9/25/2023,Monday
Atlanta,54,29,9/25/2023,Monday
Atlanta,55,29,9/25/2023,Monday
Atlanta,56,29,9/25/2023,Monday
Atlanta,57,29,9/25/2023,Monday
Atlanta,58,29,9/25/2023,Monday
Atlanta,59,29,9/25/2023,Monday
Atlanta,60,29,9/25/2023,Monday
Austin,1,190,9/25/2023,Monday
Austin,2,190,9/25/2023,Monday
Austin,3,190,9/25/2023,Monday
Austin,4,190,9/25/2023,Monday
Austin,5,190,9/25/2023,Monday
Austin,6,164,9/25/2023,Monday
Austin,7,164,9/25/2023,Monday
Austin,8,164,9/25/2023,Monday
Austin,9,164,9/25/2023,Monday
Austin,10,164,9/25/2023,Monday
Austin,11,164,9/25/2023,Monday
Austin,12,164,9/25/2023,Monday
Austin,13,149,9/25/2023,Monday
Austin,14,149,9/25/2023,Monday
Austin,15,149,9/25/2023,Monday
Austin,16,149,9/25/2023,Monday
Austin,17,149,9/25/2023,Monday
Austin,18,149,9/25/2023,Monday
Austin,19,149,9/25/2023,Monday
Austin,20,129,9/25/2023,Monday
Austin,21,129,9/25/2023,Monday
Austin,22,129,9/25/2023,Monday
Austin,23,129,9/25/2023,Monday
Austin,24,129,9/25/2023,Monday
Austin,25,129,9/25/2023,Monday
Austin,26,129,9/25/2023,Monday
Austin,27,129,9/25/2023,Monday
Austin,28,129,9/25/2023,Monday
Austin,29,119,9/25/2023,Monday
Austin,30,119,9/25/2023,Monday
Austin,31,119,9/25/2023,Monday
Austin,32,119,9/25/2023,Monday
Austin,33,119,9/25/2023,Monday
Austin,34,119,9/25/2023,Monday
Austin,35,119,9/25/2023,Monday
Austin,36,119,9/25/2023,Monday
