Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,139,9/14/2023,Thursday
Atlanta,2,51,9/14/2023,Thursday
Atlanta,3,51,9/14/2023,Thursday
Atlanta,4,51,9/14/2023,Thursday
Atlanta,5,51,9/14/2023,Thursday
Atlanta,6,19,9/14/2023,Thursday
Atlanta,7,19,9/14/2023,Thursday
Atlanta,8,19,9/14/2023,Thursday
Atlanta,9,19,9/14/2023,Thursday
Atlanta,10,19,9/14/2023,Thursday
Atlanta,11,49,9/14/2023,Thursday
Atlanta,12,49,9/14/2023,Thursday
Atlanta,13,40,9/14/2023,Thursday
Atlanta,14,40,9/14/2023,Thursday
Atlanta,15,37,9/14/2023,Thursday
Atlanta,16,37,9/14/2023,Thursday
Atlanta,17,37,9/14/2023,Thursday
Atlanta,18,37,9/14/2023,Thursday
Atlanta,19,37,9/14/2023,Thursday
Atlanta,20,37,9/14/2023,Thursday
Atlanta,21,37,9/14/2023,Thursday
Atlanta,22,37,9/14/2023,Thursday
Atlanta,23,37,9/14/2023,Thursday
Atlanta,24,37,9/14/2023,Thursday
Atlanta,25,37,9/14/2023,Thursday
Atlanta,26,37,9/14/2023,Thursday
Atlanta,27,37,9/14/2023,Thursday
Atlanta,28,37,9/14/2023,Thursday
Atlanta,29,37,9/14/2023,Thursday
Atlanta,30,37,9/14/2023,Thursday
Atlanta,31,37,9/14/2023,Thursday
Atlanta,32,37,9/14/2023,Thursday
Atlanta,33,37,9/14/2023,Thursday
Atlanta,34,34,9/14/2023,Thursday
Atlanta,35,34,9/14/2023,Thursday
Atlanta,36,34,9/14/2023,Thursday
Atlanta,37,34,9/14/2023,Thursday
Atlanta,38,34,9/14/2023,Thursday
Atlanta,39,34,9/14/2023,Thursday
Atlanta,40,34,9/14/2023,Thursday
Atlanta,41,34,9/14/2023,Thursday
Atlanta,42,34,9/14/2023,Thursday
Atlanta,43,29,9/14/2023,Thursday
Atlanta,44,29,9/14/2023,Thursday
Atlanta,45,29,9/14/2023,Thursday
Atlanta,46,29,9/14/2023,Thursday
Atlanta,47,29,9/14/2023,Thursday
Atlanta,48,29,9/14/2023,Thursday
Atlanta,49,29,9/14/2023,Thursday
Atlanta,50,29,9/14/2023,Thursday
Atlanta,51,29,9/14/2023,Thursday
Atlanta,52,29,9/14/2023,Thursday
Atlanta,53,39,9/14/2023,Thursday
Atlanta,54,39,9/14/2023,Thursday
Atlanta,55,39,9/14/2023,Thursday
Atlanta,56,39,9/14/2023,Thursday
Atlanta,57,39,9/14/2023,Thursday
Atlanta,58,39,9/14/2023,Thursday
Atlanta,59,39,9/14/2023,Thursday
Atlanta,60,39,9/14/2023,Thursday
Austin,1,190,9/14/2023,Thursday
Austin,2,190,9/14/2023,Thursday
Austin,3,190,9/14/2023,Thursday
Austin,4,190,9/14/2023,Thursday
Austin,5,190,9/14/2023,Thursday
Austin,6,164,9/14/2023,Thursday
Austin,7,164,9/14/2023,Thursday
Austin,8,164,9/14/2023,Thursday
Austin,9,164,9/14/2023,Thursday
Austin,10,164,9/14/2023,Thursday
Austin,11,164,9/14/2023,Thursday
Austin,12,164,9/14/2023,Thursday
Austin,13,149,9/14/2023,Thursday
Austin,14,149,9/14/2023,Thursday
Austin,15,149,9/14/2023,Thursday
Austin,16,149,9/14/2023,Thursday
Austin,17,149,9/14/2023,Thursday
Austin,18,149,9/14/2023,Thursday
Austin,19,149,9/14/2023,Thursday
Austin,20,129,9/14/2023,Thursday
Austin,21,129,9/14/2023,Thursday
Austin,22,129,9/14/2023,Thursday
Austin,23,129,9/14/2023,Thursday
Austin,24,129,9/14/2023,Thursday
Austin,25,129,9/14/2023,Thursday
Austin,26,129,9/14/2023,Thursday
Austin,27,129,9/14/2023,Thursday
Austin,28,129,9/14/2023,Thursday
Austin,29,119,9/14/2023,Thursday
Austin,30,119,9/14/2023,Thursday
Austin,31,100,9/14/2023,Thursday
Austin,32,100,9/14/2023,Thursday
Austin,33,100,9/14/2023,Thursday
Austin,34,100,9/14/2023,Thursday
Austin,35,119,9/14/2023,Thursday
Austin,36,119,9/14/2023,Thursday
Austin,37,119,9/14/2023,Thursday
Austin,38,119,9/14/2023,Thursday
Austin,39,119,9/14/2023,Thursday
Austin,40,119,9/14/2023,Thursday
Austin,41,119,9/14/2023,Thursday
Austin,42,119,9/14/2023,Thursday
Austin,43,119,9/14/2023,Thursday
Austin,44,119,9/14/2023,Thursday
Austin,45,119,9/14/2023,Thursday
Austin,46,119,9/14/2023,Thursday
Austin,47,119,9/14/2023,Thursday
Austin,48,119,9/14/2023,Thursday
Austin,49,129,9/14/2023,Thursday
Austin,50,129,9/14/2023,Thursday
Austin,51,129,9/14/2023,Thursday
Austin,52,129,9/14/2023,Thursday
Austin,53,129,9/14/2023,Thursday
Austin,54,129,9/14/2023,Thursday
Austin,55,129,9/14/2023,Thursday
Austin,56,129,9/14/2023,Thursday
Austin,57,129,9/14/2023,Thursday
Austin,58,129,9/14/2023,Thursday
Austin,59,129,9/14/2023,Thursday
