Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,149,9/15/2023,Friday
Atlanta,2,62,9/15/2023,Friday
Atlanta,3,62,9/15/2023,Friday
Atlanta,4,62,9/15/2023,Friday
Atlanta,5,62,9/15/2023,Friday
Atlanta,6,59,9/15/2023,Friday
Atlanta,7,59,9/15/2023,Friday
Atlanta,8,59,9/15/2023,Friday
Atlanta,9,59,9/15/2023,Friday
Atlanta,10,59,9/15/2023,Friday
Atlanta,11,59,9/15/2023,Friday
Atlanta,12,59,9/15/2023,Friday
Atlanta,13,59,9/15/2023,Friday
Atlanta,14,59,9/15/2023,Friday
Atlanta,15,59,9/15/2023,Friday
Atlanta,16,59,9/15/2023,Friday
Atlanta,17,59,9/15/2023,Friday
Atlanta,18,59,9/15/2023,Friday
Atlanta,19,59,9/15/2023,Friday
Atlanta,20,59,9/15/2023,Friday
Atlanta,21,59,9/15/2023,Friday
Atlanta,22,59,9/15/2023,Friday
Atlanta,23,59,9/15/2023,Friday
Atlanta,24,59,9/15/2023,Friday
Atlanta,25,59,9/15/2023,Friday
Atlanta,26,59,9/15/2023,Friday
Atlanta,27,59,9/15/2023,Friday
Atlanta,28,59,9/15/2023,Friday
Atlanta,29,59,9/15/2023,Friday
Atlanta,30,59,9/15/2023,Friday
Atlanta,31,59,9/15/2023,Friday
Atlanta,32,59,9/15/2023,Friday
Atlanta,33,59,9/15/2023,Friday
Atlanta,34,59,9/15/2023,Friday
Atlanta,35,59,9/15/2023,Friday
Atlanta,36,59,9/15/2023,Friday
Atlanta,37,59,9/15/2023,Friday
Atlanta,38,49,9/15/2023,Friday
Atlanta,39,49,9/15/2023,Friday
Atlanta,40,49,9/15/2023,Friday
Atlanta,41,49,9/15/2023,Friday
Atlanta,42,49,9/15/2023,Friday
Atlanta,43,49,9/15/2023,Friday
Atlanta,44,49,9/15/2023,Friday
Atlanta,45,49,9/15/2023,Friday
Atlanta,46,49,9/15/2023,Friday
Atlanta,47,49,9/15/2023,Friday
Atlanta,48,49,9/15/2023,Friday
Atlanta,49,49,9/15/2023,Friday
Atlanta,50,49,9/15/2023,Friday
Atlanta,51,49,9/15/2023,Friday
Atlanta,52,49,9/15/2023,Friday
Atlanta,53,49,9/15/2023,Friday
Atlanta,54,49,9/15/2023,Friday
Atlanta,55,49,9/15/2023,Friday
Atlanta,56,49,9/15/2023,Friday
Atlanta,57,49,9/15/2023,Friday
Atlanta,58,49,9/15/2023,Friday
Atlanta,59,49,9/15/2023,Friday
Atlanta,60,49,9/15/2023,Friday
Austin,1,249,9/15/2023,Friday
Austin,2,249,9/15/2023,Friday
Austin,3,249,9/15/2023,Friday
Austin,4,249,9/15/2023,Friday
Austin,5,249,9/15/2023,Friday
Austin,6,164,9/15/2023,Friday
Austin,7,164,9/15/2023,Friday
Austin,8,164,9/15/2023,Friday
Austin,9,164,9/15/2023,Friday
Austin,10,164,9/15/2023,Friday
Austin,11,164,9/15/2023,Friday
Austin,12,164,9/15/2023,Friday
Austin,13,149,9/15/2023,Friday
Austin,14,149,9/15/2023,Friday
Austin,15,149,9/15/2023,Friday
Austin,16,149,9/15/2023,Friday
Austin,17,149,9/15/2023,Friday
Austin,18,149,9/15/2023,Friday
Austin,19,149,9/15/2023,Friday
Austin,20,129,9/15/2023,Friday
Austin,21,129,9/15/2023,Friday
Austin,22,129,9/15/2023,Friday
Austin,23,129,9/15/2023,Friday
Austin,24,129,9/15/2023,Friday
Austin,25,129,9/15/2023,Friday
Austin,26,129,9/15/2023,Friday
Austin,27,129,9/15/2023,Friday
Austin,28,129,9/15/2023,Friday
Austin,29,119,9/15/2023,Friday
Austin,30,119,9/15/2023,Friday
Austin,31,119,9/15/2023,Friday
Austin,32,119,9/15/2023,Friday
Austin,33,119,9/15/2023,Friday
Austin,34,119,9/15/2023,Friday
Austin,35,119,9/15/2023,Friday
Austin,36,119,9/15/2023,Friday
Austin,37,119,9/15/2023,Friday
Austin,38,119,9/15/2023,Friday
Austin,39,119,9/15/2023,Friday
Austin,40,119,9/15/2023,Friday
Austin,41,119,9/15/2023,Friday
Austin,42,119,9/15/2023,Friday
Austin,43,119,9/15/2023,Friday
Austin,44,119,9/15/2023,Friday
Austin,45,119,9/15/2023,Friday
Austin,46,119,9/15/2023,Friday
Austin,47,119,9/15/2023,Friday
Austin,48,119,9/15/2023,Friday
Austin,49,119,9/15/2023,Friday
Austin,50,129,9/15/2023,Friday
Austin,51,129,9/15/2023,Friday
Austin,52,129,9/15/2023,Friday
Austin,53,129,9/15/2023,Friday
Austin,54,129,9/15/2023,Friday
Austin,55,129,9/15/2023,Friday
Austin,56,129,9/15/2023,Friday
Austin,57,129,9/15/2023,Friday
Austin,58,129,9/15/2023,Friday
Austin,59,129,9/15/2023,Friday
Austin,60,129,9/15/2023,Friday
Boston,1,254,9/15/2023,Friday
Boston,2,194,9/15/2023,Friday
Boston,3,194,9/15/2023,Friday
Boston,4,194,9/15/2023,Friday
Boston,5,194,9/15/2023,Friday
Boston,6,144,9/15/2023,Friday
Boston,7,59,9/15/2023,Friday
Boston,8,59,9/15/2023,Friday
Boston,9,59,9/15/2023,Friday
Boston,10,59,9/15/2023,Friday
Boston,11,144,9/15/2023,Friday
Boston,12,144,9/15/2023,Friday
Boston,13,79,9/15/2023,Friday
Boston,14,79,9/15/2023,Friday
Boston,15,79,9/15/2023,Friday
Boston,16,79,9/15/2023,Friday
Boston,17,79,9/15/2023,Friday
Boston,18,79,9/15/2023,Friday
Boston,19,79,9/15/2023,Friday
Boston,20,79,9/15/2023,Friday
Boston,21,79,9/15/2023,Friday
Boston,22,79,9/15/2023,Friday
Boston,23,79,9/15/2023,Friday
Boston,24,79,9/15/2023,Friday
Boston,25,79,9/15/2023,Friday
Boston,26,79,9/15/2023,Friday
Boston,27,79,9/15/2023,Friday
Boston,28,79,9/15/2023,Friday
Boston,29,79,9/15/2023,Friday
Boston,30,79,9/15/2023,Friday
Boston,31,79,9/15/2023,Friday
Boston,32,79,9/15/2023,Friday
Boston,33,79,9/15/2023,Friday
Boston,34,79,9/15/2023,Friday
Boston,35,79,9/15/2023,Friday
Boston,36,79,9/15/2023,Friday
Boston,37,79,9/15/2023,Friday
Boston,38,79,9/15/2023,Friday
Boston,39,79,9/15/2023,Friday
Boston,40,79,9/15/2023,Friday
Boston,41,79,9/15/2023,Friday
Boston,42,79,9/15/2023,Friday
Boston,43,94,9/15/2023,Friday
Boston,44,94,9/15/2023,Friday
Boston,45,94,9/15/2023,Friday
Boston,46,94,9/15/2023,Friday
Boston,47,94,9/15/2023,Friday
Boston,48,94,9/15/2023,Friday
Boston,49,94,9/15/2023,Friday
Boston,50,94,9/15/2023,Friday
Boston,51,94,9/15/2023,Friday
Boston,52,94,9/15/2023,Friday
Boston,53,94,9/15/2023,Friday
Boston,54,94,9/15/2023,Friday
Boston,55,94,9/15/2023,Friday
Boston,56,94,9/15/2023,Friday
Boston,57,94,9/15/2023,Friday
Boston,58,94,9/15/2023,Friday
Boston,59,94,9/15/2023,Friday
Boston,60,94,9/15/2023,Friday
Charlotte,1,361,9/15/2023,Friday
Charlotte,2,361,9/15/2023,Friday
Charlotte,3,361,9/15/2023,Friday
Charlotte,4,361,9/15/2023,Friday
Charlotte,5,361,9/15/2023,Friday
Charlotte,6,316,9/15/2023,Friday
Charlotte,7,316,9/15/2023,Friday
Charlotte,8,316,9/15/2023,Friday
Charlotte,9,316,9/15/2023,Friday
Charlotte,10,316,9/15/2023,Friday
Charlotte,11,316,9/15/2023,Friday
Charlotte,12,316,9/15/2023,Friday
Charlotte,13,270,9/15/2023,Friday
Charlotte,14,270,9/15/2023,Friday
Charlotte,15,270,9/15/2023,Friday
Charlotte,16,270,9/15/2023,Friday
Charlotte,17,270,9/15/2023,Friday
Charlotte,18,270,9/15/2023,Friday
Charlotte,19,270,9/15/2023,Friday
Charlotte,20,245,9/15/2023,Friday
Charlotte,21,245,9/15/2023,Friday
Charlotte,22,245,9/15/2023,Friday
Charlotte,23,245,9/15/2023,Friday
Charlotte,24,245,9/15/2023,Friday
Charlotte,25,245,9/15/2023,Friday
Charlotte,26,245,9/15/2023,Friday
Charlotte,27,245,9/15/2023,Friday
Charlotte,28,245,9/15/2023,Friday
Charlotte,29,235,9/15/2023,Friday
Charlotte,30,235,9/15/2023,Friday
Charlotte,31,235,9/15/2023,Friday
Charlotte,32,235,9/15/2023,Friday
Charlotte,33,235,9/15/2023,Friday
Charlotte,34,235,9/15/2023,Friday
Charlotte,35,235,9/15/2023,Friday
