Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,149,10/24/2023,Tuesday
Atlanta,2,113,10/24/2023,Tuesday
Atlanta,3,113,10/24/2023,Tuesday
Atlanta,4,31,10/24/2023,Tuesday
Atlanta,5,31,10/24/2023,Tuesday
Atlanta,6,29,10/24/2023,Tuesday
Atlanta,7,29,10/24/2023,Tuesday
Atlanta,8,29,10/24/2023,Tuesday
Atlanta,9,29,10/24/2023,Tuesday
Atlanta,10,29,10/24/2023,Tuesday
Atlanta,11,29,10/24/2023,Tuesday
Atlanta,12,29,10/24/2023,Tuesday
Atlanta,13,29,10/24/2023,Tuesday
Atlanta,14,29,10/24/2023,Tuesday
Atlanta,15,39,10/24/2023,Tuesday
Atlanta,16,39,10/24/2023,Tuesday
Atlanta,17,31,10/24/2023,Tuesday
Atlanta,18,31,10/24/2023,Tuesday
Atlanta,19,31,10/24/2023,Tuesday
Atlanta,20,29,10/24/2023,Tuesday
Atlanta,21,29,10/24/2023,Tuesday
Atlanta,22,29,10/24/2023,Tuesday
Atlanta,23,29,10/24/2023,Tuesday
Atlanta,24,29,10/24/2023,Tuesday
Atlanta,25,29,10/24/2023,Tuesday
Atlanta,26,29,10/24/2023,Tuesday
Atlanta,27,29,10/24/2023,Tuesday
Atlanta,28,29,10/24/2023,Tuesday
Atlanta,29,29,10/24/2023,Tuesday
Atlanta,30,29,10/24/2023,Tuesday
Atlanta,31,29,10/24/2023,Tuesday
Atlanta,32,29,10/24/2023,Tuesday
Atlanta,33,29,10/24/2023,Tuesday
Atlanta,34,29,10/24/2023,Tuesday
Atlanta,35,19,10/24/2023,Tuesday
Atlanta,36,19,10/24/2023,Tuesday
Atlanta,37,19,10/24/2023,Tuesday
Atlanta,38,19,10/24/2023,Tuesday
Atlanta,39,19,10/24/2023,Tuesday
Atlanta,40,19,10/24/2023,Tuesday
Atlanta,41,19,10/24/2023,Tuesday
Atlanta,42,19,10/24/2023,Tuesday
Atlanta,43,19,10/24/2023,Tuesday
Atlanta,44,19,10/24/2023,Tuesday
Atlanta,45,19,10/24/2023,Tuesday
Atlanta,46,19,10/24/2023,Tuesday
Atlanta,47,19,10/24/2023,Tuesday
Atlanta,48,19,10/24/2023,Tuesday
Atlanta,49,19,10/24/2023,Tuesday
Atlanta,50,19,10/24/2023,Tuesday
Atlanta,51,24,10/24/2023,Tuesday
Atlanta,52,24,10/24/2023,Tuesday
Atlanta,53,24,10/24/2023,Tuesday
Atlanta,54,24,10/24/2023,Tuesday
Atlanta,55,29,10/24/2023,Tuesday
Atlanta,56,29,10/24/2023,Tuesday
Atlanta,57,29,10/24/2023,Tuesday
Atlanta,58,34,10/24/2023,Tuesday
Atlanta,59,34,10/24/2023,Tuesday
Atlanta,60,29,10/24/2023,Tuesday
Austin,1,259,10/24/2023,Tuesday
Austin,2,259,10/24/2023,Tuesday
Austin,3,259,10/24/2023,Tuesday
Austin,4,200,10/24/2023,Tuesday
Austin,5,200,10/24/2023,Tuesday
Austin,6,174,10/24/2023,Tuesday
Austin,7,174,10/24/2023,Tuesday
Austin,8,174,10/24/2023,Tuesday
Austin,9,174,10/24/2023,Tuesday
Austin,10,174,10/24/2023,Tuesday
Austin,11,174,10/24/2023,Tuesday
Austin,12,174,10/24/2023,Tuesday
Austin,13,159,10/24/2023,Tuesday
Austin,14,159,10/24/2023,Tuesday
Austin,15,159,10/24/2023,Tuesday
Austin,16,159,10/24/2023,Tuesday
Austin,17,159,10/24/2023,Tuesday
Austin,18,159,10/24/2023,Tuesday
Austin,19,159,10/24/2023,Tuesday
Austin,20,99,10/24/2023,Tuesday
Austin,21,99,10/24/2023,Tuesday
Austin,22,89,10/24/2023,Tuesday
Austin,23,89,10/24/2023,Tuesday
Austin,24,79,10/24/2023,Tuesday
Austin,25,79,10/24/2023,Tuesday
Austin,26,79,10/24/2023,Tuesday
Austin,27,79,10/24/2023,Tuesday
Austin,28,79,10/24/2023,Tuesday
Austin,29,89,10/24/2023,Tuesday
Austin,30,119,10/24/2023,Tuesday
Austin,31,119,10/24/2023,Tuesday
Austin,32,89,10/24/2023,Tuesday
Austin,33,89,10/24/2023,Tuesday
Austin,34,89,10/24/2023,Tuesday
Austin,35,89,10/24/2023,Tuesday
Austin,36,89,10/24/2023,Tuesday
Austin,37,89,10/24/2023,Tuesday
Austin,38,89,10/24/2023,Tuesday
Austin,39,89,10/24/2023,Tuesday
Austin,40,89,10/24/2023,Tuesday
Austin,41,89,10/24/2023,Tuesday
Austin,42,89,10/24/2023,Tuesday
Austin,43,89,10/24/2023,Tuesday
Austin,44,89,10/24/2023,Tuesday
Austin,45,89,10/24/2023,Tuesday
Austin,46,89,10/24/2023,Tuesday
Austin,47,89,10/24/2023,Tuesday
Austin,48,89,10/24/2023,Tuesday
Austin,49,89,10/24/2023,Tuesday
Austin,50,89,10/24/2023,Tuesday
Austin,51,89,10/24/2023,Tuesday
Austin,52,89,10/24/2023,Tuesday
Austin,53,89,10/24/2023,Tuesday
Austin,54,89,10/24/2023,Tuesday
Austin,55,89,10/24/2023,Tuesday
Austin,56,89,10/24/2023,Tuesday
Austin,57,89,10/24/2023,Tuesday
Austin,58,89,10/24/2023,Tuesday
Austin,59,89,10/24/2023,Tuesday
Austin,60,89,10/24/2023,Tuesday
Boston,1,264,10/24/2023,Tuesday
Boston,2,204,10/24/2023,Tuesday
Boston,3,204,10/24/2023,Tuesday
Boston,4,204,10/24/2023,Tuesday
Boston,5,204,10/24/2023,Tuesday
Boston,6,154,10/24/2023,Tuesday
Boston,7,154,10/24/2023,Tuesday
Boston,8,154,10/24/2023,Tuesday
Boston,9,154,10/24/2023,Tuesday
Boston,10,154,10/24/2023,Tuesday
Boston,11,59,10/24/2023,Tuesday
Boston,12,59,10/24/2023,Tuesday
Boston,13,59,10/24/2023,Tuesday
Boston,14,59,10/24/2023,Tuesday
Boston,15,59,10/24/2023,Tuesday
Boston,16,134,10/24/2023,Tuesday
Boston,17,134,10/24/2023,Tuesday
Boston,18,134,10/24/2023,Tuesday
Boston,19,89,10/24/2023,Tuesday
Boston,20,89,10/24/2023,Tuesday
Boston,21,79,10/24/2023,Tuesday
Boston,22,79,10/24/2023,Tuesday
Boston,23,79,10/24/2023,Tuesday
Boston,24,79,10/24/2023,Tuesday
Boston,25,69,10/24/2023,Tuesday
Boston,26,69,10/24/2023,Tuesday
Boston,27,69,10/24/2023,Tuesday
Boston,28,69,10/24/2023,Tuesday
Boston,29,69,10/24/2023,Tuesday
Boston,30,79,10/24/2023,Tuesday
Boston,31,79,10/24/2023,Tuesday
Boston,32,79,10/24/2023,Tuesday
Boston,33,79,10/24/2023,Tuesday
Boston,34,79,10/24/2023,Tuesday
Boston,35,79,10/24/2023,Tuesday
Boston,36,79,10/24/2023,Tuesday
Boston,37,79,10/24/2023,Tuesday
Boston,38,79,10/24/2023,Tuesday
Boston,39,79,10/24/2023,Tuesday
Boston,40,79,10/24/2023,Tuesday
Boston,41,79,10/24/2023,Tuesday
Boston,42,79,10/24/2023,Tuesday
Boston,43,79,10/24/2023,Tuesday
Boston,44,79,10/24/2023,Tuesday
Boston,45,79,10/24/2023,Tuesday
Boston,46,49,10/24/2023,Tuesday
Boston,47,49,10/24/2023,Tuesday
Boston,48,49,10/24/2023,Tuesday
Boston,49,49,10/24/2023,Tuesday
Boston,50,49,10/24/2023,Tuesday
Boston,51,79,10/24/2023,Tuesday
Boston,52,79,10/24/2023,Tuesday
Boston,53,79,10/24/2023,Tuesday
Boston,54,79,10/24/2023,Tuesday
Boston,55,79,10/24/2023,Tuesday
Boston,56,79,10/24/2023,Tuesday
Boston,57,79,10/24/2023,Tuesday
Boston,58,79,10/24/2023,Tuesday
Boston,59,79,10/24/2023,Tuesday
Boston,60,79,10/24/2023,Tuesday
Charlotte,1,371,10/24/2023,Tuesday
Charlotte,2,371,10/24/2023,Tuesday
Charlotte,3,371,10/24/2023,Tuesday
Charlotte,4,371,10/24/2023,Tuesday
Charlotte,5,371,10/24/2023,Tuesday
Charlotte,6,326,10/24/2023,Tuesday
Charlotte,7,326,10/24/2023,Tuesday
Charlotte,8,326,10/24/2023,Tuesday
Charlotte,9,326,10/24/2023,Tuesday
Charlotte,10,326,10/24/2023,Tuesday
Charlotte,11,326,10/24/2023,Tuesday
Charlotte,12,326,10/24/2023,Tuesday
Charlotte,13,280,10/24/2023,Tuesday
Charlotte,14,280,10/24/2023,Tuesday
Charlotte,15,280,10/24/2023,Tuesday
Charlotte,16,280,10/24/2023,Tuesday
Charlotte,17,280,10/24/2023,Tuesday
Charlotte,18,280,10/24/2023,Tuesday
Charlotte,19,280,10/24/2023,Tuesday
Charlotte,20,255,10/24/2023,Tuesday
Charlotte,21,255,10/24/2023,Tuesday
Charlotte,22,245,10/24/2023,Tuesday
Charlotte,23,245,10/24/2023,Tuesday
Charlotte,24,245,10/24/2023,Tuesday
Charlotte,25,245,10/24/2023,Tuesday
Charlotte,26,245,10/24/2023,Tuesday
Charlotte,27,245,10/24/2023,Tuesday
Charlotte,28,245,10/24/2023,Tuesday
Charlotte,29,235,10/24/2023,Tuesday
Charlotte,30,235,10/24/2023,Tuesday
Charlotte,31,235,10/24/2023,Tuesday
Charlotte,32,235,10/24/2023,Tuesday
Charlotte,33,235,10/24/2023,Tuesday
Charlotte,34,235,10/24/2023,Tuesday
Charlotte,35,235,10/24/2023,Tuesday
Charlotte,36,235,10/24/2023,Tuesday
Charlotte,37,235,10/24/2023,Tuesday
Charlotte,38,235,10/24/2023,Tuesday
Charlotte,39,235,10/24/2023,Tuesday
Charlotte,40,235,10/24/2023,Tuesday
Charlotte,41,235,10/24/2023,Tuesday
Charlotte,42,235,10/24/2023,Tuesday
Charlotte,43,235,10/24/2023,Tuesday
Charlotte,44,235,10/24/2023,Tuesday
Charlotte,45,235,10/24/2023,Tuesday
Charlotte,46,235,10/24/2023,Tuesday
Charlotte,47,235,10/24/2023,Tuesday
Charlotte,48,235,10/24/2023,Tuesday
Charlotte,49,235,10/24/2023,Tuesday
Charlotte,50,235,10/24/2023,Tuesday
Charlotte,51,235,10/24/2023,Tuesday
Charlotte,52,235,10/24/2023,Tuesday
Charlotte,53,235,10/24/2023,Tuesday
Charlotte,54,235,10/24/2023,Tuesday
Charlotte,55,235,10/24/2023,Tuesday
Charlotte,56,235,10/24/2023,Tuesday
Charlotte,57,235,10/24/2023,Tuesday
Charlotte,58,235,10/24/2023,Tuesday
Charlotte,59,235,10/24/2023,Tuesday
Charlotte,60,235,10/24/2023,Tuesday
Chicago,1,373,10/24/2023,Tuesday
Chicago,2,373,10/24/2023,Tuesday
Chicago,3,373,10/24/2023,Tuesday
Chicago,4,373,10/24/2023,Tuesday
Chicago,5,373,10/24/2023,Tuesday
Chicago,6,124,10/24/2023,Tuesday
Chicago,7,124,10/24/2023,Tuesday
Chicago,8,124,10/24/2023,Tuesday
Chicago,9,124,10/24/2023,Tuesday
Chicago,10,124,10/24/2023,Tuesday
Chicago,11,124,10/24/2023,Tuesday
