Destination,Days_Ago,Price,Departure_Date,Day_of_the_Week
Atlanta,1,129,9/16/2023,Saturday
Atlanta,2,31,9/16/2023,Saturday
Atlanta,3,31,9/16/2023,Saturday
Atlanta,4,31,9/16/2023,Saturday
Atlanta,5,31,9/16/2023,Saturday
Atlanta,6,19,9/16/2023,Saturday
Atlanta,7,19,9/16/2023,Saturday
Atlanta,8,19,9/16/2023,Saturday
Atlanta,9,19,9/16/2023,Saturday
Atlanta,10,19,9/16/2023,Saturday
Atlanta,11,19,9/16/2023,Saturday
Atlanta,12,19,9/16/2023,Saturday
Atlanta,13,31,9/16/2023,Saturday
Atlanta,14,31,9/16/2023,Saturday
Atlanta,15,29,9/16/2023,Saturday
Atlanta,16,29,9/16/2023,Saturday
Atlanta,17,27,9/16/2023,Saturday
Atlanta,18,27,9/16/2023,Saturday
Atlanta,19,27,9/16/2023,Saturday
Atlanta,20,27,9/16/2023,Saturday
Atlanta,21,27,9/16/2023,Saturday
Atlanta,22,27,9/16/2023,Saturday
Atlanta,23,27,9/16/2023,Saturday
Atlanta,24,27,9/16/2023,Saturday
Atlanta,25,27,9/16/2023,Saturday
Atlanta,26,27,9/16/2023,Saturday
Atlanta,27,27,9/16/2023,Saturday
Atlanta,28,27,9/16/2023,Saturday
Atlanta,29,27,9/16/2023,Saturday
Atlanta,30,27,9/16/2023,Saturday
Atlanta,31,27,9/16/2023,Saturday
Atlanta,32,27,9/16/2023,Saturday
Atlanta,33,27,9/16/2023,Saturday
Atlanta,34,27,9/16/2023,Saturday
Atlanta,35,27,9/16/2023,Saturday
Atlanta,36,24,9/16/2023,Saturday
Atlanta,37,24,9/16/2023,Saturday
Atlanta,38,24,9/16/2023,Saturday
Atlanta,39,24,9/16/2023,Saturday
Atlanta,40,24,9/16/2023,Saturday
Atlanta,41,24,9/16/2023,Saturday
Atlanta,42,24,9/16/2023,Saturday
Atlanta,43,24,9/16/2023,Saturday
Atlanta,44,24,9/16/2023,Saturday
Atlanta,45,24,9/16/2023,Saturday
Atlanta,46,24,9/16/2023,Saturday
Atlanta,47,24,9/16/2023,Saturday
Atlanta,48,24,9/16/2023,Saturday
Atlanta,49,24,9/16/2023,Saturday
Atlanta,50,24,9/16/2023,Saturday
Atlanta,51,24,9/16/2023,Saturday
Atlanta,52,24,9/16/2023,Saturday
Atlanta,53,24,9/16/2023,Saturday
Atlanta,54,24,9/16/2023,Saturday
Atlanta,55,34,9/16/2023,Saturday
Atlanta,56,34,9/16/2023,Saturday
Atlanta,57,29,9/16/2023,Saturday
Atlanta,58,29,9/16/2023,Saturday
Atlanta,59,29,9/16/2023,Saturday
Atlanta,60,29,9/16/2023,Saturday
Austin,1,190,9/16/2023,Saturday
Austin,2,190,9/16/2023,Saturday
Austin,3,190,9/16/2023,Saturday
Austin,4,190,9/16/2023,Saturday
Austin,5,190,9/16/2023,Saturday
Austin,6,164,9/16/2023,Saturday
Austin,7,164,9/16/2023,Saturday
Austin,8,164,9/16/2023,Saturday
Austin,9,164,9/16/2023,Saturday
Austin,10,164,9/16/2023,Saturday
Austin,11,164,9/16/2023,Saturday
Austin,12,164,9/16/2023,Saturday
Austin,13,149,9/16/2023,Saturday
Austin,14,149,9/16/2023,Saturday
Austin,15,149,9/16/2023,Saturday
Austin,16,149,9/16/2023,Saturday
Austin,17,149,9/16/2023,Saturday
Austin,18,149,9/16/2023,Saturday
Austin,19,149,9/16/2023,Saturday
Austin,20,89,9/16/2023,Saturday
Austin,21,89,9/16/2023,Saturday
Austin,22,89,9/16/2023,Saturday
Austin,23,89,9/16/2023,Saturday
Austin,24,89,9/16/2023,Saturday
Austin,25,89,9/16/2023,Saturday
Austin,26,89,9/16/2023,Saturday
Austin,27,89,9/16/2023,Saturday
Austin,28,89,9/16/2023,Saturday
Austin,29,89,9/16/2023,Saturday
